#V3.30
#C data file created using the SS_writedat function in the R package r4ss
#C should work with SS version:
#C file write time: 2021-03-10 15:23:42
#
1977 #_styr
2022 #_endyr
1 #_nseas
12 #_months_per_seas
2 #_Nsubseasons
1 #_spawn_month
1 #_Nsexes
10 #_Nages
1 #_N_areas
9 #_Nfleets
#_fleetinfo
#_type  surveytiming    area    units   need_catch_mult fleetname
2017    1   1   0   0   1   65.5    65.5    0.42    0   0   0   0.666667    0.333333    0   0   0   0   0   #_613
2017    1   1   0   0   1   66.5    66.5    0.28    0   0   0   0   0.5 0.5 0   0   0   0   #_614
2017    1   1   0   0   1   67.5    67.5    0.28    0   0   0   0   0   1   0   0   0   0   #_615
2017    1   1   0   0   1   68.5    68.5    0.56    0   0   0   0   0.75    0.25    0   0   0   0   #_616
2017    1   1   0   0   1   69.5    69.5    0.14    0   0   0   0   0   1   0   0   0   0   #_617
2017    1   1   0   0   1   70.5    70.5    0.14    0   0   0   0   0   1   0   0   0   0   #_618
2017    1   1   0   0   1   71.5    71.5    0.42    0   0   0   0   0.333333    0.666667    0   0   0   0   #_619
2017    1   1   0   0   1   72.5    72.5    0.42    0   0   0   0   0.333333    0.666667    0   0   0   0   #_620
2017    1   1   0   0   1   74.5    74.5    0.28    0   0   0   0   0   1   0   0   0   0   #_621
2017    1   1   0   0   1   76.5    76.5    0.14    0   0   0   0   0   1   0   0   0   0   #_622
2017    1   1   0   0   1   78.5    78.5    0.14    0   0   0   0   0   0   1   0   0   0   #_623
2017    1   1   0   0   1   80.5    80.5    0.14    0   0   0   0   0   1   0   0   0   0   #_624
2017    1   1   0   0   1   81.5    81.5    0.28    0   0   0   0   0   1   0   0   0   0   #_625
2018    1   1   0   0   1   39.5    39.5    0.14    0   0   0   1   0   0   0   0   0   0   #_626
2018    1   1   0   0   1   43.5    43.5    0.14    0   0   1   0   0   0   0   0   0   0   #_627
2018    1   1   0   0   1   45.5    45.5    0.14    0   1   0   0   0   0   0   0   0   0   #_628
2018    1   1   0   0   1   48.5    48.5    0.14    0   1   0   0   0   0   0   0   0   0   #_629
2018    1   1   0   0   1   49.5    49.5    0.14    0   0   1   0   0   0   0   0   0   0   #_630
2018    1   1   0   0   1   53.5    53.5    0.28    0   0.5 0   0.5 0   0   0   0   0   0   #_631
2018    1   1   0   0   1   55.5    55.5    0.56    0   0.5 0.25    0.25    0   0   0   0   0   0   #_632
2018    1   1   0   0   1   56.5    56.5    0.14    0   0   1   0   0   0   0   0   0   0   #_633
2018    1   1   0   0   1   59.5    59.5    0.28    0   0   1   0   0   0   0   0   0   0   #_634
2018    1   1   0   0   1   60.5    60.5    0.14    0   0   1   0   0   0   0   0   0   0   #_635
2018    1   1   0   0   1   61.5    61.5    0.14    0   0   0   0   1   0   0   0   0   0   #_636
2018    1   1   0   0   1   62.5    62.5    0.28    0   0   0.5 0   0   0.5 0   0   0   0   #_637
2018    1   1   0   0   1   63.5    63.5    0.28    0   0   0.5 0   0   0.5 0   0   0   0   #_638
2018    1   1   0   0   1   64.5    64.5    0.14    0   0   0   1   0   0   0   0   0   0   #_639
2018    1   1   0   0   1   66.5    66.5    0.14    0   0   0   0   1   0   0   0   0   0   #_640
2018    1   1   0   0   1   67.5    67.5    0.28    0   0   0   0   1   0   0   0   0   0   #_641
2018    1   1   0   0   1   68.5    68.5    0.14    0   0   0   0   1   0   0   0   0   0   #_642
2018    1   1   0   0   1   73.5    73.5    0.14    0   0   0   0   1   0   0   0   0   0   #_643
2018    1   1   0   0   1   77.5    77.5    0.14    0   0   0   0   0   1   0   0   0   0   #_644
2018    1   1   0   0   1   81.5    81.5    0.14    0   0   0   0   0   0   1   0   0   0   #_645
2018    1   1   0   0   1   82.5    82.5    0.14    0   0   0   0   0   0   1   0   0   0   #_646
2018    1   1   0   0   1   83.5    83.5    0.14    0   0   0   0   0   1   0   0   0   0   #_647
2018    1   1   0   0   1   90.5    90.5    0.14    0   0   0   0   0   0   1   0   0   0   #_648
2019    1   1   0   0   1   33.5    33.5    0.14    0   1   0   0   0   0   0   0   0   0   #_649
2019    1   1   0   0   1   36.5    36.5    0.14    0   1   0   0   0   0   0   0   0   0   #_650
2019    1   1   0   0   1   38.5    38.5    0.28    0.5 0.5 0   0   0   0   0   0   0   0   #_651
2019    1   1   0   0   1   39.5    39.5    0.14    0   1   0   0   0   0   0   0   0   0   #_652
2019    1   1   0   0   1   41.5    41.5    0.28    0   1   0   0   0   0   0   0   0   0   #_653
2019    1   1   0   0   1   45.5    45.5    0.14    0   0   1   0   0   0   0   0   0   0   #_654
2019    1   1   0   0   1   46.5    46.5    0.14    0   1   0   0   0   0   0   0   0   0   #_655
2019    1   1   0   0   1   49.5    49.5    0.28    0   1   0   0   0   0   0   0   0   0   #_656
2019    1   1   0   0   1   50.5    50.5    0.42    0   0.666667    0   0.333333    0   0   0   0   0   0   #_657
2019    1   1   0   0   1   51.5    51.5    0.14    0   0   0   1   0   0   0   0   0   0   #_658
2019    1   1   0   0   1   52.5    52.5    0.28    0   0   0.5 0.5 0   0   0   0   0   0   #_659
2019    1   1   0   0   1   53.5    53.5    0.28    0   1   0   0   0   0   0   0   0   0   #_660
2019    1   1   0   0   1   54.5    54.5    0.14    0   1   0   0   0   0   0   0   0   0   #_661
2019    1   1   0   0   1   55.5    55.5    0.14    0   0   0   1   0   0   0   0   0   0   #_662
2019    1   1   0   0   1   56.5    56.5    0.42    0   0.333333    0.333333    0   0.333333    0   0   0   0   0   #_663
2019    1   1   0   0   1   57.5    57.5    0.42    0   0.333333    0.666667    0   0   0   0   0   0   0   #_664
2019    1   1   0   0   1   58.5    58.5    0.42    0   0.333333    0.333333    0.333333    0   0   0   0   0   0   #_665
2019    1   1   0   0   1   59.5    59.5    0.28    0   0.5 0   0.5 0   0   0   0   0   0   #_666
2019    1   1   0   0   1   60.5    60.5    0.14    0   0   0   1   0   0   0   0   0   0   #_667
2019    1   1   0   0   1   63.5    63.5    0.14    0   0   1   0   0   0   0   0   0   0   #_668
2019    1   1   0   0   1   65.5    65.5    0.28    0   0   0.5 0   0   0.5 0   0   0   0   #_669
2019    1   1   0   0   1   67.5    67.5    0.14    0   0   1   0   0   0   0   0   0   0   #_670
2019    1   1   0   0   1   72.5    72.5    0.56    0   0   0   0   0.25    0.75    0   0   0   0   #_671
2019    1   1   0   0   1   83.5    83.5    0.14    0   0   0   0   1   0   0   0   0   0   #_672
2020    1   1   0   0   1   102.5   102.5   0.14    0   0   0   0   0   0   0   0   0   1   #_673
2020    1   1   0   0   1   26.5    26.5    0.14    1   0   0   0   0   0   0   0   0   0   #_674
2020    1   1   0   0   1   29.5    29.5    0.14    1   0   0   0   0   0   0   0   0   0   #_675
2020    1   1   0   0   1   33.5    33.5    0.28    0.5 0.5 0   0   0   0   0   0   0   0   #_676
2020    1   1   0   0   1   34.5    34.5    0.28    0.5 0.5 0   0   0   0   0   0   0   0   #_677
2020    1   1   0   0   1   35.5    35.5    0.42    0.666667    0.333333    0   0   0   0   0   0   0   0   #_678
2020    1   1   0   0   1   36.5    36.5    0.14    1   0   0   0   0   0   0   0   0   0   #_679
2020    1   1   0   0   1   37.5    37.5    0.14    1   0   0   0   0   0   0   0   0   0   #_680
2020    1   1   0   0   1   39.5    39.5    0.28    0   0.5 0.5 0   0   0   0   0   0   0   #_681
2020    1   1   0   0   1   40.5    40.5    0.28    0   0   1   0   0   0   0   0   0   0   #_682
2020    1   1   0   0   1   41.5    41.5    0.7 0   0.2 0.8 0   0   0   0   0   0   0   #_683
2020    1   1   0   0   1   42.5    42.5    0.84    0   0.5 0.5 0   0   0   0   0   0   0   #_684
2020    1   1   0   0   1   43.5    43.5    0.28    0   0.5 0.5 0   0   0   0   0   0   0   #_685
2020    1   1   0   0   1   44.5    44.5    0.7 0   0.2 0.8 0   0   0   0   0   0   0   #_686
2020    1   1   0   0   1   45.5    45.5    1.12    0   0.625   0.375   0   0   0   0   0   0   0   #_687
2020    1   1   0   0   1   46.5    46.5    1.4 0   0.2 0.7 0.1 0   0   0   0   0   0   #_688
2020    1   1   0   0   1   47.5    47.5    0.98    0   0.428571    0.571429    0   0   0   0   0   0   0   #_689
2020    1   1   0   0   1   48.5    48.5    0.14    0   0   1   0   0   0   0   0   0   0   #_690
2020    1   1   0   0   1   49.5    49.5    1.12    0   0.5 0.125   0.375   0   0   0   0   0   0   #_691
2020    1   1   0   0   1   50.5    50.5    0.7 0   0.2 0.6 0.2 0   0   0   0   0   0   #_692
2020    1   1   0   0   1   51.5    51.5    1.26    0   0.333333    0.444444    0.222222    0   0   0   0   0   0   #_693
2020    1   1   0   0   1   52.5    52.5    0.7 0   0.2 0.4 0.4 0   0   0   0   0   0   #_694
2020    1   1   0   0   1   53.5    53.5    0.84    0   0   0.833333    0.166667    0   0   0   0   0   0   #_695
2020    1   1   0   0   1   54.5    54.5    0.7 0   0.2 0.4 0.4 0   0   0   0   0   0   #_696
2020    1   1   0   0   1   55.5    55.5    0.84    0   0.333333    0.333333    0.333333    0   0   0   0   0   0   #_697
2020    1   1   0   0   1   56.5    56.5    0.98    0   0   0.428571    0.571429    0   0   0   0   0   0   #_698
2020    1   1   0   0   1   57.5    57.5    0.7 0   0.2 0.2 0.6 0   0   0   0   0   0   #_699
2020    1   1   0   0   1   58.5    58.5    0.7 0   0   0.6 0.2 0.2 0   0   0   0   0   #_700
2020    1   1   0   0   1   59.5    59.5    1.4 0   0   0.3 0.5 0.2 0   0   0   0   0   #_701
2020    1   1   0   0   1   60.5    60.5    0.84    0   0   0.166667    0.333333    0.5 0   0   0   0   0   #_702
2020    1   1   0   0   1   61.5    61.5    0.98    0   0.142857    0.428571    0.285714    0.142857    0   0   0   0   0   #_703
2020    1   1   0   0   1   62.5    62.5    1.96    0   0   0.428571    0.285714    0.142857    0.142857    0   0   0   0   #_704
2020    1   1   0   0   1   63.5    63.5    1.26    0   0   0.111111    0.444444    0.444444    0   0   0   0   0   #_705
2020    1   1   0   0   1   64.5    64.5    0.84    0   0   0.5 0.166667    0.333333    0   0   0   0   0   #_706
2020    1   1   0   0   1   65.5    65.5    0.98    0   0   0.428571    0.285714    0.142857    0.142857    0   0   0   0   #_707
2020    1   1   0   0   1   66.5    66.5    0.7 0   0   0   0.6 0.2 0.2 0   0   0   0   #_708
2020    1   1   0   0   1   67.5    67.5    0.7 0   0   0.4 0.2 0.4 0   0   0   0   0   #_709
2020    1   1   0   0   1   68.5    68.5    0.56    0   0   0   0.75    0   0.25    0   0   0   0   #_710
2020    1   1   0   0   1   69.5    69.5    0.56    0   0   0   0.5 0   0   0.25    0.25    0   0   #_711
2020    1   1   0   0   1   70.5    70.5    0.98    0   0   0.285714    0.285714    0.142857    0.285714    0   0   0   0   #_712
2020    1   1   0   0   1   71.5    71.5    0.84    0   0   0   0.166667    0.166667    0.333333    0.333333    0   0   0   #_713
2020    1   1   0   0   1   72.5    72.5    0.56    0   0   0   0.25    0.25    0.25    0.25    0   0   0   #_714
2020    1   1   0   0   1   73.5    73.5    0.84    0   0   0   0.333333    0.166667    0.166667    0.166667    0.166667    0   0   #_715
2020    1   1   0   0   1   74.5    74.5    0.7 0   0   0   0   0.2 0.8 0   0   0   0   #_716
